date,sum(confirmed),sum(deaths),sum(recovered),sum(active),window_active
2020-10-01,84664,721,72461,11482,72005
2020-10-02,85400,729,73428,11243,70822
2020-10-03,86277,734,74604,10939,69328
2020-10-04,87210,743,75511,10956,68158
2020-10-05,88026,747,76843,10436,66652
2020-10-06,88873,757,78089,10027,65083
2020-10-07,89702,767,79176,9759,63360
2020-10-08,90486,775,80439,9272,61389
2020-10-09,91254,781,81654,8819,59269
2020-10-10,91951,784,82805,8362,56675
2020-10-11,92525,787,83571,8167,54406
2020-10-12,93035,798,84461,7776,52155
2020-10-13,93736,805,85314,7617,50013
2020-10-14,94369,811,86367,7191,47932
2020-10-15,94952,819,87240,6893,46006
2020-10-16,95425,824,88058,6543,44187
2020-10-17,95967,832,88559,6576,42596
2020-10-18,96352,839,89011,6502,41322
2020-10-19,96842,842,89780,6220,39925
2020-10-20,97414,849,90385,6180,38914
2020-10-21,98061,851,91004,6206,38227
2020-10-22,98610,859,91629,6122,37806
2020-10-23,99045,862,92128,6055,37285
2020-10-24,99428,864,92598,5966,36749
2020-10-25,99686,866,92976,5844,36373
2020-10-26,99906,872,93368,5666,35859
2020-10-27,100224,876,93874,5474,35127
2020-10-28,100569,880,94326,5363,34368
2020-10-29,100964,883,94787,5294,33607
2020-10-30,101287,883,95208,5196,32837
2020-10-31,101761,884,95575,5302,32295
